,Income,NumWebVisitsMonth,CustomerAge,Children,MntTotalProducts,NumTotalPurchases,Education_Graduation,Education_PostGraduation,Education_UnderGraduation,Marital_Status_Married,Dclust
444,33183.0,7,48,1,51,6,1,0,0,1,0
445,66582.0,1,54,0,1234,11,0,1,0,0,0
446,75261.0,2,68,0,1669,12,0,1,0,1,0
447,31880.0,8,53,1,10,2,1,0,0,0,0
448,53790.0,6,72,2,504,12,1,0,0,1,0
449,49269.0,7,52,1,813,13,0,1,0,1,0
450,61456.0,4,48,1,1023,20,1,0,0,1,0
451,37406.0,8,43,1,10,2,1,0,0,1,0
452,56937.0,6,42,1,879,21,0,1,0,1,0
453,38415.0,7,45,2,36,3,1,0,0,1,0
454,20518.0,5,35,1,11,3,1,0,0,0,0
455,62503.0,5,67,1,671,15,1,0,0,1,0
456,41644.0,3,51,2,27,3,0,1,0,0,0
457,55842.0,5,46,1,490,9,0,1,0,1,0
458,62010.0,5,51,1,432,12,0,1,0,1,0
459,41124.0,8,46,1,372,17,1,0,0,1,0
460,38961.0,7,50,1,45,4,0,1,0,1,0
461,37760.0,6,51,1,42,3,0,1,0,0,0
462,32233.0,9,49,1,188,10,1,0,0,0,0
463,43057.0,5,48,1,259,10,1,0,0,1,0
464,83151.0,3,63,0,535,15,0,1,0,1,0
465,78825.0,3,59,0,671,16,0,1,0,0,0
466,65104.0,7,47,1,970,10,0,1,0,1,0
467,60093.0,6,49,1,623,11,1,0,0,1,0
468,14045.0,7,54,1,16,2,1,0,0,1,0
469,28457.0,8,71,0,133,6,0,0,1,0,1
470,78952.0,6,65,1,1783,9,0,1,0,1,0
471,46310.0,8,47,1,275,9,1,0,0,0,0
472,76005.0,6,68,0,1392,9,1,0,0,1,0
473,58308.0,8,59,1,760,12,0,1,0,0,0
474,55614.0,7,79,0,648,14,0,1,0,0,0
475,59432.0,5,61,1,607,11,0,1,0,0,0
476,55563.0,3,45,1,39,3,1,0,0,0,0
477,78642.0,6,52,1,1718,14,0,1,0,1,0
478,67911.0,3,74,1,885,16,0,1,0,1,0
479,65275.0,2,79,0,620,8,1,0,0,1,0
480,27203.0,8,73,2,36,4,1,0,0,1,0
481,48330.0,5,62,1,32,2,0,1,0,1,0
482,24279.0,8,33,0,73,6,0,0,1,1,1
483,64355.0,8,38,1,1187,9,0,1,0,1,0
484,50943.0,5,67,1,38,2,0,1,0,1,0
485,53653.0,6,70,0,1064,16,1,0,0,0,0
486,65665.0,3,47,1,774,16,1,0,0,1,0
487,81217.0,1,34,0,887,11,1,0,0,0,0
488,34935.0,7,31,0,104,4,1,0,0,1,0
489,61250.0,5,64,1,585,13,1,0,0,0,0
490,39665.0,7,42,1,184,9,0,1,0,1,0
491,60152.0,3,44,1,708,11,1,0,0,0,0
492,48920.0,7,59,2,323,11,1,0,0,1,0
493,89120.0,1,64,0,1668,12,0,1,0,1,0
494,44124.0,8,77,1,339,12,0,1,0,1,0
495,81169.0,2,48,0,1921,13,0,1,0,0,0
496,36443.0,8,62,2,111,8,1,0,0,1,0
497,26095.0,7,33,1,27,2,1,0,0,0,0
498,71367.0,2,64,0,639,10,1,0,0,1,0
499,80184.0,3,79,0,1839,10,0,1,0,1,0
500,30630.0,7,58,2,40,4,1,0,0,0,0
501,73454.0,5,36,0,1406,7,0,1,0,0,0
502,42691.0,5,32,0,245,7,1,0,0,1,0
503,70503.0,6,70,0,1628,7,1,0,0,1,0
504,25545.0,6,36,1,97,7,1,0,0,1,0
505,32880.0,8,37,1,27,2,1,0,0,1,0
506,77863.0,2,65,0,1238,10,0,1,0,1,0
507,50353.0,3,46,0,309,9,0,1,0,1,0
508,61839.0,8,59,0,1534,13,1,0,0,0,0
509,49154.0,6,63,2,283,11,0,1,0,1,0
510,47682.0,5,48,1,306,11,0,0,1,0,1
511,72679.0,1,54,1,933,12,1,0,0,0,0
512,57954.0,7,46,2,484,17,0,1,0,1,0
513,65316.0,4,61,2,210,7,1,0,0,1,0
514,28567.0,6,41,1,36,4,1,0,0,0,0
515,47352.0,7,72,1,296,11,0,1,0,1,0
516,44931.0,5,56,1,89,4,1,0,0,1,0
517,76982.0,4,56,0,907,12,1,0,0,0,0
518,57247.0,2,71,1,135,5,0,0,1,1,1
519,22944.0,7,42,1,41,6,0,1,0,0,0
520,25315.0,8,46,1,18,6,0,0,1,1,1
521,43638.0,7,54,1,156,7,1,0,0,0,0
522,42710.0,6,39,1,297,11,0,1,0,0,0
523,84169.0,3,41,0,1900,14,0,1,0,1,0
524,54058.0,3,47,1,468,12,1,0,0,1,0
525,24683.0,5,33,1,22,4,0,0,1,1,1
526,85620.0,1,59,0,1387,10,1,0,0,0,0
527,47850.0,6,43,1,92,4,1,0,0,1,0
528,19514.0,8,55,2,38,8,1,0,0,1,0
529,27159.0,6,50,2,20,3,0,1,0,1,0
530,39548.0,3,60,2,29,4,0,0,1,0,1
531,21474.0,7,34,1,46,6,1,0,0,0,0
532,60504.0,6,52,1,482,10,0,1,0,0,0
533,22419.0,8,60,0,80,6,1,0,0,1,0
534,81698.0,1,74,0,727,12,0,1,0,1,0
535,43462.0,8,71,2,204,11,1,0,0,1,0
536,54880.0,5,45,1,530,10,0,1,0,0,0
537,79908.0,2,41,0,1447,12,1,0,0,1,0
538,15315.0,5,53,0,24,4,0,0,1,1,1
539,87771.0,6,64,1,1817,16,1,0,0,1,0
540,33039.0,5,45,1,50,3,1,0,0,1,0
541,81741.0,2,43,0,1342,12,1,0,0,0,0
542,71499.0,4,52,1,622,13,0,1,0,1,0
543,62466.0,4,53,1,517,14,0,0,1,1,1
544,48799.0,3,60,1,273,8,0,1,0,0,0
545,52157.0,4,73,1,220,7,0,1,0,1,0
546,66565.0,8,61,1,918,10,1,0,0,0,0
547,29298.0,5,72,2,8,2,0,1,0,1,0
548,47691.0,6,44,1,17,2,1,0,0,0,0
549,38200.0,7,53,2,16,2,1,0,0,1,0
550,44989.0,6,49,1,204,11,1,0,0,1,0
551,38443.0,7,55,2,37,3,0,1,0,1,0
552,38593.0,8,45,1,112,8,0,0,1,0,1
553,64413.0,5,53,1,249,7,0,1,0,1,0
554,36959.0,8,42,1,56,4,0,1,0,1,0
555,61996.0,5,46,1,1206,13,0,1,0,1,0
556,51287.0,7,55,2,139,8,1,0,0,1,0
557,13260.0,8,53,2,30,7,1,0,0,1,0
558,47472.0,5,57,2,67,4,0,1,0,1,0
559,54603.0,7,67,2,204,12,0,1,0,1,0
560,45207.0,6,49,2,213,9,0,1,0,1,0
561,40689.0,8,72,1,300,15,1,0,0,1,0
562,47821.0,8,56,2,25,2,0,0,1,1,1
563,27450.0,7,72,0,72,4,0,1,0,1,0
564,39453.0,6,40,1,53,4,1,0,0,1,0
565,26850.0,4,52,2,45,7,0,0,1,1,1
566,79800.0,3,68,0,1611,17,1,0,0,0,0
567,61794.0,2,62,1,499,10,0,1,0,1,0
568,53863.0,7,68,1,433,11,1,0,0,1,0
569,24221.0,4,64,0,26,3,1,0,0,1,0
570,39684.0,7,39,1,54,5,0,1,0,0,0
571,92163.0,2,48,0,1797,16,0,1,0,1,0
572,69882.0,1,58,0,1054,11,0,1,0,0,0
573,33178.0,4,46,1,20,2,1,0,0,1,0
574,59973.0,1,51,0,328,8,0,1,0,1,0
575,17459.0,7,48,1,26,7,0,1,0,1,0
576,23910.0,7,54,1,46,3,1,0,0,0,0
577,42169.0,8,54,2,28,3,0,1,0,1,0
578,26224.0,6,45,1,26,6,0,0,1,1,1
579,31089.0,8,42,1,65,6,1,0,0,1,0
580,30081.0,7,62,1,38,2,1,0,0,0,0
581,62807.0,5,63,1,689,11,1,0,0,1,0
582,72906.0,1,68,0,951,8,1,0,0,0,0
583,61467.0,5,75,2,540,10,0,1,0,1,0
584,49618.0,7,57,2,109,8,0,1,0,1,0
585,21888.0,10,37,1,144,10,0,1,0,0,0
586,42429.0,5,50,1,61,4,1,0,0,0,0
587,26150.0,7,67,3,19,2,1,0,0,0,0
588,30801.0,7,48,1,17,3,0,0,1,1,1
589,81168.0,3,58,0,1002,11,1,0,0,1,0
590,26877.0,6,54,0,190,6,0,1,0,0,0
591,45006.0,3,79,0,240,5,0,1,0,0,0
592,18978.0,8,50,1,11,2,0,0,1,1,1
593,22574.0,7,56,3,33,4,1,0,0,1,0
594,48240.0,5,54,0,728,12,0,1,0,0,0
595,45837.0,7,49,2,315,13,1,0,0,1,0
596,35791.0,8,58,3,32,3,0,1,0,0,0
597,54162.0,4,45,2,21,2,1,0,0,0,0
598,30522.0,2,63,1,270,8,0,1,0,1,0
599,54456.0,6,62,1,379,10,0,1,0,1,0
600,31632.0,7,52,0,37,4,1,0,0,0,0
601,72298.0,1,74,0,829,8,1,0,0,0,0
602,36975.0,7,45,1,27,2,0,0,1,0,1
603,72635.0,3,68,0,735,15,0,0,1,1,1
604,13624.0,6,47,1,27,4,1,0,0,1,0
605,84196.0,3,48,1,785,13,1,0,0,0,0
606,70971.0,7,63,1,1590,29,1,0,0,1,0
607,34487.0,9,46,2,70,6,0,1,0,0,0
608,28769.0,9,46,1,175,8,1,0,0,0,0
609,69084.0,8,53,1,1487,12,0,1,0,1,0
610,65488.0,1,65,0,855,8,0,1,0,1,0
611,62466.0,4,53,1,517,14,0,0,1,1,1
612,32218.0,7,63,0,49,4,0,0,1,0,1
613,83917.0,3,50,0,1268,14,1,0,0,0,0
614,46102.0,7,61,3,15,2,1,0,0,0,0
615,84574.0,5,71,0,1120,21,1,0,0,0,0
616,56181.0,4,61,1,293,7,1,0,0,1,0
617,63120.0,7,73,1,1313,17,0,1,0,0,0
618,73691.0,2,52,1,978,10,1,0,0,1,0
619,63381.0,2,63,1,763,13,1,0,0,1,0
620,76140.0,2,75,0,1305,15,0,1,0,1,0
621,62859.0,6,64,1,1254,17,0,1,0,0,0
622,45906.0,5,59,1,335,11,1,0,0,0,0
623,77632.0,2,76,0,2063,7,0,1,0,1,0
624,46463.0,6,52,2,205,11,0,1,0,1,0
625,105471.0,3,53,0,1294,17,1,0,0,1,0
626,55282.0,4,53,1,204,5,0,1,0,0,0
627,78710.0,4,46,1,873,16,0,1,0,1,0
628,66886.0,5,65,1,381,10,1,0,0,1,0
629,98777.0,1,63,0,1730,10,0,1,0,0,0
630,29103.0,9,38,1,33,3,1,0,0,1,0
631,67445.0,6,49,1,1054,20,1,0,0,1,0
632,50616.0,2,73,1,57,3,0,1,0,1,0
633,49431.0,8,68,1,322,10,1,0,0,0,0
634,61278.0,6,70,1,142,6,1,0,0,1,0
635,26490.0,6,65,0,144,6,0,0,1,1,1
636,73059.0,4,76,1,942,13,0,1,0,1,0
637,46734.0,6,57,3,140,9,0,1,0,0,0
638,56253.0,6,60,1,574,13,1,0,0,1,0
639,19986.0,7,38,1,14,1,1,0,0,1,0
640,58330.0,4,48,1,711,11,1,0,0,0,0
641,25965.0,8,43,0,15,3,0,0,1,1,1
642,14661.0,6,67,0,16,2,0,1,0,1,0
643,18690.0,8,64,0,14,3,1,0,0,1,0
644,45068.0,7,49,1,17,2,0,1,0,1,0
645,21063.0,6,36,1,22,4,0,0,1,0,1
646,29187.0,8,55,1,32,2,0,1,0,1,0
647,54690.0,3,52,2,164,7,0,0,1,1,1
648,59304.0,5,59,1,907,18,0,1,0,1,0
649,59247.0,6,61,2,458,12,0,1,0,0,0
650,66731.0,3,53,1,724,11,1,0,0,0,0
651,77353.0,4,43,1,441,12,1,0,0,1,0
652,52614.0,8,48,1,931,8,0,1,0,0,0
653,26751.0,8,49,2,7,2,1,0,0,1,0
654,81300.0,5,60,1,1161,16,0,1,0,1,0
655,70337.0,1,44,0,417,5,1,0,0,0,0
656,36145.0,9,38,1,136,9,0,0,1,1,1
657,65295.0,2,43,0,514,7,0,1,0,0,0
658,68118.0,6,60,1,741,19,1,0,0,0,0
659,68743.0,7,56,0,1650,17,1,0,0,0,0
660,41039.0,8,41,0,182,10,0,0,1,1,1
661,38946.0,5,68,1,204,6,1,0,0,1,0
662,65777.0,1,56,0,1032,11,1,0,0,1,0
663,66476.0,4,47,1,516,9,0,1,0,0,0
664,86857.0,2,51,0,1839,12,0,1,0,0,0
665,77845.0,1,34,0,1280,9,0,1,0,1,0
666,69476.0,2,54,0,905,11,0,1,0,1,0
667,50611.0,6,63,1,483,15,0,1,0,0,0
668,61209.0,2,53,0,690,9,1,0,0,0,0
669,42315.0,3,65,1,162,8,0,1,0,1,0
670,13084.0,6,71,0,9,2,0,0,1,1,1
671,47570.0,7,74,2,88,7,0,1,0,0,0
672,61923.0,3,62,2,114,4,0,1,0,1,0
673,34824.0,6,28,0,17,2,1,0,0,0,0
674,26518.0,8,74,2,49,5,0,1,0,0,0
675,45938.0,6,62,0,462,14,1,0,0,0,0
676,78468.0,4,63,0,844,18,1,0,0,1,0
677,78901.0,4,50,1,641,15,1,0,0,0,0
678,71427.0,4,45,2,512,12,1,0,0,1,0
679,71022.0,8,45,1,1199,10,1,0,0,0,0
680,90247.0,1,35,0,1568,8,0,1,0,0,0
681,41335.0,7,55,1,152,8,0,1,0,0,0
682,71952.0,4,37,1,1191,14,1,0,0,1,0
683,35682.0,2,53,1,31,3,0,1,0,0,0
684,43185.0,8,72,1,585,14,1,0,0,0,0
685,66375.0,7,75,1,757,9,0,1,0,1,0
686,35178.0,7,52,1,37,3,0,1,0,1,0
687,25252.0,8,37,1,8,2,1,0,0,1,0
688,55250.0,5,58,1,805,16,0,1,0,0,0
689,33249.0,6,48,1,37,5,1,0,0,0,0
690,58398.0,4,70,0,505,12,1,0,0,1,0
691,50272.0,7,41,1,178,8,1,0,0,1,0
692,76618.0,1,48,0,1083,6,0,1,0,1,0
693,87305.0,2,63,0,871,9,0,0,1,0,1
694,25851.0,7,45,1,31,4,1,0,0,1,0
695,58710.0,6,53,1,889,22,1,0,0,0,0
696,45160.0,7,65,2,15,2,1,0,0,0,0
697,74806.0,4,58,1,928,11,0,1,0,1,0
698,59111.0,7,69,0,658,13,1,0,0,1,0
699,18988.0,7,39,1,12,3,0,1,0,1,0
700,72190.0,3,58,0,1360,12,1,0,0,1,0
701,7500.0,9,47,1,19,10,1,0,0,1,0
702,44794.0,6,57,1,61,3,1,0,0,1,0
703,80395.0,2,68,0,1176,12,1,0,0,1,0
704,75012.0,1,47,0,654,12,0,1,0,0,0
705,56962.0,7,58,3,372,16,0,1,0,1,0
706,89891.0,4,32,0,566,18,1,0,0,1,0
707,35946.0,5,74,2,11,1,0,1,0,0,0
708,53593.0,8,70,2,431,17,0,1,0,1,0
709,66373.0,3,45,2,461,13,1,0,0,1,0
710,45072.0,8,75,3,245,12,0,1,0,0,0
711,89694.0,5,50,2,1365,10,1,0,0,0,0
712,72025.0,2,74,0,1584,13,1,0,0,1,0
713,67432.0,4,50,1,852,15,1,0,0,1,0
714,70545.0,2,71,1,240,6,0,1,0,1,0
715,17487.0,7,34,1,1,2,0,0,1,1,1
716,62882.0,4,54,1,1139,14,1,0,0,1,0
717,64108.0,5,70,1,1044,19,0,1,0,0,0
718,34941.0,8,67,2,66,5,0,1,0,1,0
719,48767.0,5,73,3,50,6,0,1,0,0,0
720,38702.0,6,45,1,48,5,0,0,1,1,1
721,82224.0,3,59,0,693,16,1,0,0,1,0
722,83844.0,1,71,0,1277,9,1,0,0,1,0
723,17003.0,5,48,1,19,5,0,0,1,1,1
724,71163.0,1,28,0,672,12,1,0,0,0,0
725,33697.0,7,53,1,14,2,1,0,0,0,0
726,63564.0,6,69,0,1101,21,0,0,1,1,1
727,83443.0,2,51,0,1302,17,0,1,0,1,0
728,51518.0,3,65,1,424,7,0,1,0,1,0
729,58330.0,4,48,1,711,11,1,0,0,0,0
730,80952.0,8,54,0,1645,14,1,0,0,1,0
731,75507.0,3,44,0,1176,15,1,0,0,1,0
732,63855.0,4,45,0,708,11,0,0,1,1,1
733,62220.0,6,51,1,1186,18,0,1,0,1,0
734,58512.0,8,59,1,1006,12,1,0,0,1,0
735,40662.0,4,44,1,65,5,0,1,0,1,0
736,38829.0,5,64,1,83,6,0,1,0,1,0
737,35523.0,7,42,1,38,5,0,0,1,1,1
738,79146.0,6,56,2,484,11,1,0,0,0,0
739,78285.0,3,35,0,1145,11,0,1,0,1,0
740,31626.0,7,45,1,49,4,0,1,0,0,0
741,75127.0,1,71,0,543,14,1,0,0,0,0
742,48726.0,6,68,1,179,8,1,0,0,1,0
743,74985.0,2,46,0,1536,10,1,0,0,1,0
744,67430.0,6,36,0,983,17,1,0,0,1,0
745,46891.0,4,58,1,78,4,0,0,1,1,1
746,62058.0,6,67,1,382,11,0,1,0,1,0
747,72063.0,2,44,1,560,9,1,0,0,1,0
748,78939.0,3,72,0,1152,14,0,1,0,1,0
749,42720.0,8,58,2,488,18,1,0,0,0,0
750,33622.0,7,51,2,62,5,1,0,0,1,0
751,41452.0,7,70,2,16,2,1,0,0,1,0
752,40760.0,6,58,1,87,5,0,1,0,0,0
753,74250.0,1,65,0,1083,14,0,1,0,1,0
754,51124.0,3,68,2,38,3,0,1,0,0,0
755,72258.0,2,52,1,1044,17,1,0,0,0,0
756,71466.0,1,49,0,970,9,0,1,0,0,0
757,36283.0,4,47,2,16,3,1,0,0,1,0
758,20587.0,7,53,1,11,3,1,0,0,0,0
759,30467.0,7,51,1,12,2,1,0,0,1,0
760,31590.0,8,51,1,23,2,1,0,0,1,0
761,20425.0,7,37,1,21,4,0,0,1,1,1
762,17144.0,7,63,2,39,8,0,1,0,1,0
763,42564.0,7,55,1,558,20,0,1,0,0,0
764,43783.0,7,45,1,461,14,0,1,0,1,0
765,40780.0,9,47,1,327,12,1,0,0,0,0
766,62847.0,2,78,0,1395,10,0,1,0,1,0
767,82017.0,2,66,0,653,10,0,1,0,1,0
768,16813.0,7,73,0,23,3,1,0,0,0,0
769,51267.0,4,45,2,249,10,1,0,0,1,0
770,46524.0,3,62,1,85,4,1,0,0,0,0
771,45183.0,7,61,0,282,6,0,1,0,0,0
772,70421.0,6,69,1,643,16,0,1,0,1,0
773,60161.0,8,58,1,840,18,0,0,1,0,1
774,73926.0,3,50,0,1315,12,1,0,0,1,0
775,19329.0,8,55,1,41,7,1,0,0,1,0
776,61872.0,4,53,1,494,12,0,1,0,1,0
777,46984.0,5,67,2,30,2,1,0,0,0,0
778,34838.0,6,72,2,80,6,1,0,0,1,0
779,82716.0,2,79,0,982,15,0,1,0,0,0
780,48192.0,8,65,0,1286,13,1,0,0,1,0
781,49681.0,7,47,2,437,14,0,1,0,1,0
782,56850.0,2,52,1,54,3,0,1,0,1,0
783,55267.0,3,66,1,325,11,1,0,0,1,0
784,59666.0,8,51,2,854,12,1,0,0,1,0
785,72504.0,2,51,1,1100,16,1,0,0,0,0
786,26872.0,6,42,0,21,3,1,0,0,1,0
787,21359.0,8,51,1,31,4,1,0,0,0,0
788,73170.0,2,48,0,614,10,1,0,0,0,0
789,52750.0,4,68,1,632,18,0,1,0,1,0
790,91820.0,1,37,0,1230,10,0,1,0,1,0
791,65968.0,3,53,1,468,11,0,1,0,1,0
792,30772.0,6,47,2,13,2,1,0,0,1,0
793,22507.0,9,69,0,294,15,1,0,0,0,0
794,65685.0,5,51,1,705,12,1,0,0,1,0
795,25804.0,8,45,1,24,4,0,0,1,1,1
796,76412.0,3,43,0,1697,10,0,1,0,0,0
797,22063.0,7,51,1,30,4,1,0,0,1,0
798,57091.0,5,62,0,533,11,1,0,0,0,0
799,22419.0,8,60,0,80,6,1,0,0,1,0
800,87771.0,6,64,1,1817,16,1,0,0,1,0
801,78353.0,8,64,1,1350,13,0,0,1,0,1
802,93404.0,5,69,3,1581,10,1,0,0,1,0
803,37859.0,8,61,3,31,3,1,0,0,0,0
804,80995.0,4,65,1,1297,18,0,1,0,0,0
805,16529.0,6,39,1,8,2,1,0,0,1,0
806,55412.0,5,47,2,43,3,0,1,0,0,0
807,48789.0,6,31,0,523,11,1,0,0,0,0
808,56575.0,5,56,2,516,13,0,1,0,1,0
809,25130.0,7,43,1,14,4,0,0,1,1,1
810,35441.0,8,56,2,35,3,1,0,0,1,0
811,71391.0,3,67,1,733,16,1,0,0,1,0
812,49494.0,7,51,1,297,9,0,1,0,0,0
813,81702.0,3,43,0,1387,15,1,0,0,0,0
814,45889.0,6,43,1,37,2,0,0,1,0,1
815,56628.0,5,46,1,566,15,1,0,0,0,0
816,34026.0,5,73,2,39,6,1,0,0,1,0
817,40049.0,5,49,1,208,8,1,0,0,1,0
818,34176.0,6,35,1,36,7,1,0,0,0,0
819,19419.0,9,42,1,44,8,1,0,0,1,0
820,82504.0,1,63,0,843,10,0,0,1,1,1
821,81205.0,2,53,0,1727,12,1,0,0,1,0
822,61618.0,3,32,0,1095,11,0,0,1,0,1
823,55284.0,5,67,1,694,15,0,1,0,0,0
824,49980.0,5,60,1,159,6,1,0,0,0,0
825,15072.0,5,43,2,25,8,1,0,0,1,0
826,49166.0,6,49,1,251,10,1,0,0,0,0
827,65324.0,4,69,1,486,11,0,1,0,1,0
828,82347.0,3,66,0,1455,15,0,0,1,1,1
829,30843.0,5,57,2,26,4,0,1,0,1,0
830,46374.0,8,49,1,429,11,0,1,0,1,0
831,60474.0,7,44,1,767,19,1,0,0,0,0
832,38576.0,7,50,1,41,2,0,1,0,1,0
833,55357.0,5,38,2,554,11,1,0,0,1,0
834,37758.0,8,57,2,39,3,1,0,0,1,0
835,85710.0,2,34,0,970,16,0,0,1,1,1
836,23228.0,8,54,1,33,4,1,0,0,1,0
837,44602.0,8,54,2,258,13,0,1,0,1,0
838,7500.0,6,36,0,5,1,1,0,0,1,0
839,38683.0,7,34,1,150,11,0,0,1,1,1
840,49514.0,7,48,1,205,9,0,0,1,0,1
841,57906.0,4,50,1,373,9,0,1,0,1,0
842,43456.0,5,57,1,354,9,0,1,0,0,0
843,19485.0,7,37,2,10,2,0,1,0,0,0
844,53172.0,3,45,1,273,8,1,0,0,1,0
845,30545.0,7,44,1,31,4,1,0,0,1,0
846,70123.0,3,40,0,1704,13,0,1,0,1,0
847,62450.0,3,64,1,829,12,1,0,0,0,0
848,21675.0,7,47,1,20,7,1,0,0,1,0
849,42395.0,7,42,2,118,8,0,0,1,0,1
850,61346.0,3,45,1,788,13,0,1,0,1,0
851,80812.0,2,70,0,1291,13,1,0,0,1,0
852,42835.0,6,52,2,476,19,0,1,0,0,0
853,39922.0,8,40,1,100,5,1,0,0,1,0
854,86424.0,1,67,0,1024,16,0,1,0,0,0
855,17117.0,9,45,1,73,8,0,0,1,1,1
856,24762.0,8,51,1,28,7,1,0,0,0,0
857,35797.0,8,48,1,42,4,1,0,0,1,0
858,36627.0,5,48,2,15,1,1,0,0,0,0
859,51111.0,6,42,2,41,4,0,0,1,1,1
860,86857.0,2,51,0,1839,12,0,1,0,0,0
861,82072.0,1,53,0,1629,6,0,1,0,1,0
862,46231.0,9,70,3,246,11,0,1,0,0,0
863,42243.0,7,64,2,50,4,1,0,0,1,0
864,51195.0,8,61,2,400,19,1,0,0,1,0
865,68092.0,5,45,0,1119,10,0,1,0,0,0
866,31814.0,9,50,1,58,4,1,0,0,1,0
867,51390.0,5,58,2,272,13,0,1,0,0,0
868,76630.0,1,40,0,732,14,1,0,0,1,0
869,26868.0,7,32,1,1,2,0,0,1,0,1
870,48948.0,6,80,0,651,19,0,1,0,0,0
871,55260.0,6,51,1,886,20,0,1,0,0,0
872,64090.0,5,67,1,535,16,1,0,0,1,0
873,78331.0,4,65,1,1248,18,1,0,0,0,0
874,37087.0,6,49,1,383,9,0,1,0,1,0
875,21846.0,8,37,1,42,8,1,0,0,0,0
876,81320.0,2,65,0,709,8,1,0,0,1,0
877,54137.0,6,53,1,182,7,1,0,0,0,0
878,66825.0,2,56,0,749,10,1,0,0,1,0
879,57100.0,3,50,0,271,7,1,0,0,1,0
880,58917.0,5,54,3,247,10,1,0,0,1,0
881,85072.0,0,46,0,977,8,1,0,0,0,0
882,86429.0,2,62,0,1365,11,1,0,0,0,0
883,45684.0,7,52,1,11,2,1,0,0,0,0
884,47889.0,5,49,1,58,3,1,0,0,1,0
885,45921.0,4,37,0,160,4,0,1,0,1,0
886,78420.0,1,57,0,1306,14,0,1,0,0,0
887,75114.0,2,31,0,1106,14,1,0,0,1,0
888,52278.0,8,60,1,1024,21,0,1,0,0,0
